"","countries","GEF6","GEF7","type","needs","OECD","gdpconstant2010us","amt_provided_developinginthousan","mobilizing_int_finflowsinusdthou","mobililizing_int_flows_coeff","MaxDomExp","LastDomExp","dom_exp","ln_domexp...12","gaps","avail_resources","expected_funding_gap","int_pob","incl","eval","inc_pob","type_exp","sources","domestice_sources","international_sources","report_dom_exp","report_funding_gaps","prepare_fin_plans","countrycode","accesstocleanfuelsandtechnologie","adjustednetenrollmentrateprimary","adjustednetsavingsincludingparti","adjustedsavingscarbondioxidedama","adjustedsavingsenergydepletionof","adjustedsavingsmineraldepletiono","adjustedsavingsnaturalresourcesd","adjustedsavingsnetforestdepletio","adjustedsavingsnetnationalsaving","renewableelectricityoutputoftota","terrestrialandmarineprotectedare","terrestrialprotectedareasoftotal","totalfisheriesproductionmetricto","totalnaturalresourcesrentsofgdp","agriculturallandoflandarea","agriculturalmethaneemissionsofto","agriculturalnitrousoxideemission","agricultureforestryandfishingval","alternativeandnuclearenergyoftot","birdspeciesthreatened","capturefisheriesproductionmetric","CO2_Ems","coalrentsofgdp","droughtsfloodsextremetemperature","fertilizerconsumptionkilogramspe","fishspeciesthreatened","forestrentsofgdp","GDPgrowth","gdpperunitofenergyusepppperkgofo","mammalspeciesthreatened","mineralrentsofgdp","nitrousoxideemissionsinenergysec","oilrentsofgdp","permanentcroplandoflandarea","plantspecieshigherthreatened","Pollution_Expo","povertyheadcountratioatnationalp","refugeepopulationbycountryorterr","urbanpopulationgrowthannual","controlofcorruptionestimate","governmenteffectivenessestimate","politicalstabilityandabsenceofvi","regulatoryqualityestimate","ruleoflawestimate","voiceandaccountabilityestimate","populationgrowthannual","populationtotal","cbd_region","dev","broad_region","biofin","ln_needs","ln_domexp...80","ln_Avail_resources","ThSpecies_Biofin","average_crs","ln_averagecrs","domexp_thousand","lndomexp_thousand","new_avgcrs","ln_newavgcrs","average_agriculture_land","average_agriffvaluegdp","average_aquaculture_productionme","average_arable_land","average_co2emmkt","average_forestarealandarea","average_forestareasqkm","average_gnipercapita","landareasqkm","average_permanentcropland","average_population_density","average_renewable_energy_conspto","_merge","id","Threatened_Species","lnGDP","ln_renewable_output","Aid_GDP","lnAid_GDP","ln_AgriFF","newneeds","GDP_CO2","ln_CO2_Ems","Gov","lnpop","agri_pop","ln_average_co2emmkt","GDP_averageco2emskt","yhat_extrapdomexp","extrapolate_domexp","manual_extrapdomexp","lnmanual_extrapdomexp","yhat_method1","extrap_needs_method1","yhat_method2","extrap_needsII","ln_newneeds","pc1","pc2","pc3","pc4","pca","Needs_prob","Index_dcq","new_domexp","ln_newdomexp","new_domexp_max","ln_newdomexp_max","new_domexp_last","ln_newdomexp_last","new_needs","constant","ln_gef6","ln_gef7"
"74","Gabon",9590954.94,9533521,"Developing",NA,0,1.6e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GAB",74.2664,NA,7.24351,0.961899,20.6175,0.094319,20.7118,0,31.9131,46.5943,20.7781,21.6752,34946.2,30.4849,20.0256,2.81255,24.9588,6.8e+08,1.38807,7,34856.3,0.181375,0,NA,11.9889,72,2.6692,2.85239,6.0682,18,0.117694,9.81145,27.5316,0.659759,173,96.6688,33.4,4118.85,3.86111,-0.765284,-0.781474,-0.056965,-0.811758,-0.610398,-0.947319,3.07696,2e+06,NA,1,"Africa",0,NA,NA,NA,0,124.229,4.822124,NA,NA,1.24e+08,18.63763,51600,4.27869,89.9091,1.2613,4675.02,86.8623,223818,8305.2,257670,0.659759,6.83318,83.5723,"matched (3)",70,25,23.49586,3.841478,0.0077643,-4.85822,20.3376,NA,4.261561,-1.707189,-1.370828,14.50866,76.79723,8.449988,198.5397,17.26928,31600000,31600000,17.26928,17.56676,42600000,21.23387,1.67e+09,NA,-1.126746,0.223589,-2.861561,1.05582,22.2911,0,11,NA,NA,NA,NA,NA,NA,NA,1,16.0763310185445,16.0703246722429
"75","Gambia",6797458.34,NA,"Least_dev",NA,0,9.6e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GMB",3.21727,73.6991,-14.4806,1.13487,0,0,5.79601,5.79601,-8.22129,0,1.36644,4.10824,45803.3,5.83115,57.4919,63.0058,85.6144,2e+08,NA,14,45768.8,0.156736,0,0.19719,4.89076,35,5.83115,3.54236,17.2382,10,0,3.81098,0,0.494071,6,13.6797,48.35,10030.9,4.25903,-0.673676,-0.737059,-0.135962,-0.510982,-0.610124,-0.961847,2.98768,2200000,NA,0,"Africa",0,NA,NA,NA,0,25.8281,3.251462,NA,NA,25800000,17.06697,5818.18,23.4218,34.4545,40.3881,409.889,47.571,4814.18,514.109,10120,0.494071,189.449,54.8318,"matched (3)",71,24,20.68244,NA,0.0269042,-3.615472,19.11383,NA,3.241683,-1.853192,-1.201458,14.60397,255.7884,6.015887,124.4232,15.40663,4909240,4909240,15.40663,15.80177,7288243,16.61862,16500000,NA,-1.568844,-0.9637889,0.0501563,-0.8335309,20.68399,0,10,NA,NA,NA,NA,NA,NA,NA,1,15.7320593267462,NA
"76","Georgia",1484997.71,NA,"Trans_Countries",4399,0,1.3e+10,0,NA,NA,14579,11925,10765,16.1918106887806,1415.75,2983.25,1415.75,0,1,1,1,2,3,0,0,0,0,0,"GEO",67.8773,96.7748,3.92858,1.58407,0.046932,0.688966,0.735898,0,4.71297,81.116,6.44232,8.3324,28532.5,1.29569,35.4514,50.0364,53.7131,9.6e+08,15.3214,14,28021.5,0.260039,0.013122,0.770434,102.758,11,0.105921,4.91356,7.85134,9,1.02846,3.32477,0.136182,1.70724,63,3.59423,29.4,1209.54,0.343884,0.720677,0.521698,-0.379627,1.00819,0.300616,0.272494,0.071594,3700000,NA,2,"Asia",1,8.389132,9.284056,8.000769,23,361.779,5.891034,10800000,16.19181,3.62e+08,19.70654,24635.1,8.13211,511,5.82485,7061.42,40.4854,28133.3,3612.76,69490,1.70724,65.9767,34.1378,"matched (3)",72,23,23.28822,4.39588,0.0278292,-3.581671,20.68244,4399000,6.055844,-1.346924,1.073271,15.12384,3.845536,8.862401,206.3895,17.00629,24300000,10800000,16.19181,16.53483,15200000,15.9438,8400525,15.2968878003309,-0.2278546,0.4481432,-0.0939354,-0.6227262,22.50363,1,11,10765000,16.1918106887806,14579000,16.495092695087,11925000,16.2941475947387,4399000,1,14.2109237881302,NA
"77","Germany",NA,NA,"Developed_Countries",NA,1,3.6e+12,NA,NA,NA,1860377,1602114,1700000,21.2538940880086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DEU",100,99.7523,12.6778,0.536576,0.069883,9.5e-05,0.069977,0,8.92766,19.5583,38.7672,37.7279,290590,0.145484,48.1183,49.3057,57.327,2.2e+10,13.2361,11,254917,0.232831,0.056233,0.032825,198.17,24,0.029916,1.60672,10.5091,5,0.000712,11.1904,0.022731,0.574251,36,0,NA,580060,0.176333,1.86147,1.70834,0.699769,1.7551,1.70253,1.40673,0.55815,8.2e+07,"Western Europe and Others",3,"Europe",0,NA,14.35434,NA,0,NA,NA,1.71e+09,21.2621,NA,NA,167815,0.73764,35673,34.0261,756474,32.7115,114083,44453.3,348848,0.574251,234.261,10.8759,"matched (3)",73,16,28.91195,2.9734,NA,NA,23.81431,NA,6.731599,-1.457442,3.61323,18.22223,31.99706,13.53642,391.3644,21.77193,2.85e+09,1.71e+09,21.2621,21.26433,1.72e+09,21.01769,1.34e+09,NA,0.9867548,1.735541,1.351463,0.1158386,20.1896,0,9,1.7e+09,21.2538940880086,1860377000,21.3440449923051,1602114000,21.1945898441094,NA,1,NA,NA
"78","Ghana",12816011.59,11848253,"Developing",NA,0,3.9e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GHA",15.4964,80.493,-7.97777,0.796832,1.61175,3.65619,10.4947,5.22673,-1.67998,65.4313,7.79456,15.0583,360843,13.0644,68.6153,51.389,75.5976,9.2e+09,5.71132,23,338685,0.139241,0,0.974438,20.3073,58,5.99858,6.63258,10.3643,21,4.92421,4.53345,2.12114,11.9859,119,16.5272,23.8,18895.5,3.69666,-0.174792,-0.198158,-0.029632,-0.097435,0.089029,0.542516,2.24411,2.8e+07,NA,1,"Africa",0,NA,NA,NA,0,774.946,6.652793,NA,NA,7.75e+08,20.4683,156127,24.3209,22157.1,20.1523,10753.7,40.5353,92234,1405.14,227540,11.9859,114.365,49.1636,"matched (3)",74,44,24.38683,4.181001,0.0198704,-3.918524,22.94247,NA,3.395646,-1.971549,-0.1483664,17.14771,169.6493,9.283004,226.383,18.28368,87200000,87200000,18.28368,18.67023,1.28e+08,19.12458,2.02e+08,NA,-0.7966554,-0.5066499,0.8614109,-0.2355112,43.32259,0,18,NA,NA,NA,NA,NA,NA,NA,1,16.3662058526282,16.2876909885168
"79","Gibraltar",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GIB",NA,99.7019,NA,NA,NA,NA,NA,NA,NA,0,13.1488,30.5056,1,NA,NA,0,0,NA,0,6,1,NA,NA,NA,NA,18,NA,NA,NA,3,NA,35.2392,NA,NA,1,NA,NA,NA,0.114691,NA,NA,NA,NA,NA,NA,0.114691,33633.6,NA,NA,"America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.56,0,0,NA,10,NA,3363.36,0,"using only (2)",75,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.42328,0,6.125908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"80","Greece",NA,NA,"Developed_Countries",NA,1,2.8e+11,NA,NA,NA,148794,151387.198058011,106970,18.4880589792823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRC",93.5909,93.4968,-5.2454,0.808181,0.048375,0.058606,0.106981,0,-7.31902,16.9397,10.2067,35.1309,189093,0.24051,55.4976,44.6553,60.0527,8.9e+09,3.6793,17,74909.6,0.274342,0.096622,0.006583,116.083,80,0.009938,-1.33175,11.3756,10,0.123559,14.5973,0.010034,8.76155,72,0.08941,NA,15304.2,0.277785,-0.099092,0.306592,-0.094662,0.28411,0.194797,0.700951,-0.438029,1.1e+07,NA,3,"Europe",0,NA,11.5803,NA,0,NA,NA,1.07e+08,18.48806,NA,NA,71536.4,3.21711,114184,19.0126,84887,30.5136,39332,25109.6,128900,8.76155,85.0163,11.8751,"matched (3)",76,27,26.35806,2.82966,NA,NA,22.90932,NA,7.231122,-1.29338,0.3230239,16.21341,-26.30482,11.34908,299.1396,19.35527,2.55e+08,1.07e+08,18.48806,18.73201,1.37e+08,17.17838,28900000,NA,0.5687448,0.140756,0.8217195,-0.2889813,28.24224,0,14,106970000,18.4880589792823,148794000,18.8180733569696,151387198.058011,18.835351338312,NA,1,NA,NA
"81","Greenland",NA,NA,NA,NA,0,2.5e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRL",NA,NA,NA,0.707011,0,0.025182,NA,NA,NA,69.4502,22.3722,41.1424,245412,0.345904,0.591338,11.9329,0.659317,3.3e+08,NA,6,245412,NA,0,NA,NA,9,0,2.11629,NA,9,0.345904,0,0,NA,1,0,NA,NA,0.235089,1.20256,0.930749,1.86648,1.35826,1.72419,1.28035,-0.12394,56450.7,NA,NA,"America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2427.15,15.7162,NA,0.002193,611.167,0.000536,2.2,NA,410450,NA,0.137534,10.679,"using only (2)",77,15,21.64042,4.24061,NA,NA,19.61351,NA,NA,NA,3.24136,10.94112,-0.081716,6.41537,138.8313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"82","Grenada",6066194.46,NA,"Developing",NA,0,8.4e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRD",95.9873,96.72,NA,0.852901,0,0,NA,NA,NA,0,0.205571,9.64167,2452.09,0,22.7273,22.0828,21.279,4.4e+07,NA,2,2452.09,0.215909,0,NA,NA,29,0,1.948,13.9201,3,0,10.8654,0,11.7647,3,0,NA,1.75,0.564194,0.443812,-0.181673,0.918156,0.003781,0.259684,0.76142,0.598158,110218,NA,1,"America",0,NA,NA,NA,0,3.6326,1.289949,NA,NA,3632600,15.10546,77.2727,4.96081,NA,8.02139,256.283,49.9706,169.9,6882.38,340,11.7647,316.992,10.7284,"matched (3)",78,5,20.54891,NA,0.0043245,-5.443453,17.5997,3638787,4.436695,-1.532898,0.6597518,11.61022,12.7282,5.54628,113.97,14.34776,1702754,1702754,14.34776,14.65635,2318304,14.77546,2611555,NA,-1.29837,0.1970418,-0.8192512,-0.7365012,2.34292,0,1,NA,NA,NA,NA,NA,NA,NA,1,15.6182420240858,NA
"83","Guam",NA,NA,"Small_Island_dev_states",NA,0,5e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.070564,22.2861,694.227,0,34.0067,2.66673,84.8368,NA,NA,14,565.364,NA,0,NA,NA,14,0,0.652941,NA,3,0,0.419108,0,17.1717,5,0,NA,NA,0.443485,0.966601,0.181352,0.639437,0.439162,1.18856,0.823419,0.349639,160859,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,183.636,NA,128.864,2.0202,NA,46.2963,250,NA,540,17.1717,297.887,0,"using only (2)",79,17,22.32708,NA,NA,NA,NA,NA,NA,NA,1.605486,11.98828,29.66229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"84","Guatemala",12985097.75,11848253,"Developing",NA,0,4.5e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GTM",43.7727,92.3372,1.97357,0.78127,0.305398,0.426639,1.82095,1.08891,2.32674,59.5408,11.983,23.9486,40098.4,2.21473,37.144,54.0897,59.7371,5.1e+09,2.90904,17,20446.5,0.131049,0,1.30682,216.929,41,1.10496,3.57707,9.81142,15,0.652471,7.54372,0.457299,9.43704,120,6.32039,55.15,235.846,2.76896,-0.754333,-0.673762,-0.609032,-0.212347,-1.00803,-0.319919,2.01364,1.7e+07,"Latin America and the Carribean",1,"America",1,NA,NA,NA,32,334.017,5.811193,NA,NA,3.34e+08,19.6267,39803.5,10.8408,19652,10.7935,12887.9,34.4511,36917.8,2872.62,107160,9.43704,142.696,62.1775,"matched (3)",80,32,24.52993,4.086662,0.0074226,-4.903224,22.35251,9500000,3.214623,-2.032184,-1.454768,16.64872,120.289,9.464043,232.1523,17.03298,2.5e+07,2.5e+07,17.03298,17.39779,3.6e+07,17.03557,2.5e+07,NA,-1.045041,-0.1838192,0.1516135,0.0382571,30.96101,1,16,NA,NA,NA,NA,NA,NA,NA,1,16.3793129309675,16.2876909885168
"85","Guinea",7129453.59,NA,"Least_dev",5.14286,0,8e+09,0,NA,NA,101,94.5650612686649,43,10.6689553946757,4.57143,0,4.57143,1,1,1,1,NA,NA,0,5,1,1,1,"GIN",1.24091,73.0845,-23.7399,0.902565,0,4.33955,13.8742,9.53464,-10.1203,68.7178,23.6553,33.9908,119859,18.5736,58.3813,47.2744,59.1943,1.4e+09,NA,20,119659,0.136239,0,0.180212,1.79178,76,9.59909,5.51399,NA,30,8.97455,1.2327,0,2.83027,70,0.091235,54.1,13482.9,3.2553,-1.00379,-1.07865,-0.662736,-0.882124,-1.23578,-0.793824,2.61495,1.2e+07,NA,0,"Africa",0,1.637609,3.7612,NA,0,169.437,5.132479,43000,10.66896,1.69e+08,18.94799,143455,17.0085,200.182,12.0055,2336.29,26.4854,65080,703.25,245720,2.83027,43.6675,78.0971,"matched (3)",81,50,22.80271,4.230008,0.0211796,-3.854718,21.05974,5142.86,3.106618,-1.993345,-2.198645,16.30042,154.7901,7.756318,176.8651,16.21242,1.1e+07,43000,10.66896,11.53252,101978.6,11.42381,91474.17,8.54536462393833,-1.203289,-1.322401,0.5524397,-0.2491073,47.77764,1,20,43000,10.6689553946757,101000,11.5228757958234,94565.0612686649,11.4570433556224,5142.86,1,15.7797451541102,NA
"86","Guinea-Bissau",3113375.69,NA,"Least_dev",NA,0,9.2e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GNB",1.44636,71.9265,-10.8125,0.698543,0,0,10.8507,10.8507,0.739531,0,11.62,16.6618,6714.64,16.4497,57.7072,80.7956,90.1344,4e+08,NA,12,6714.64,0.113029,0,0.540906,NA,41,16.4497,3.80496,19.3272,14,0,1.59367,0,8.89047,6,0.553823,69.3,8147.85,3.53635,-1.53398,-1.61874,-0.56714,-1.20209,-1.35306,-0.759601,2.57043,1800000,NA,0,"Africa",0,NA,NA,NA,0,32.4066,3.478361,NA,NA,32400000,17.29387,16227.3,45.0557,NA,10.4099,241.615,71.5505,20120,570.811,28120,8.89047,57.3732,87.697,"matched (3)",82,26,20.63988,NA,0.0352245,-3.346013,19.80697,NA,2.332906,-2.180111,-2.86374,14.4033,231.6842,5.487344,113.2581,15.79288,7223696,7223696,15.79288,16.18159,10700000,16.31306,12200000,NA,-2.290376,-1.226831,-0.6279427,-1.181958,20.67289,0,10,NA,NA,NA,NA,NA,NA,NA,1,14.9512181263694,NA
"87","Guyana",6080398.25,12615039,"Developing",NA,0,2.5e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GUY",63.79,95.7725,4.1896,1.84633,0,8.04506,8.04506,0,10.676,0,5.30608,8.73832,45399.3,21.0384,8.54181,75.187,84.3751,4.5e+08,NA,16,44992.3,0.389599,0,7.17062,42.8364,33,8.87186,4.08754,7.14724,11,12.1666,1.28316,0,0.159789,30,0,NA,10.5556,-0.012423,-0.487239,-0.285966,-0.103996,-0.476638,-0.412413,0.225689,0.51278,771281,"Latin America and the Carribean",1,"America",0,NA,NA,NA,0,51.775,3.946907,NA,NA,51800000,17.76242,16814.5,19.526,407.029,2.1336,1713.3,84.1333,165616,3016.2,196850,0.159789,3.85295,32.5426,"matched (3)",83,27,21.63956,NA,0.02071,-3.877139,19.92476,NA,8.43075,-0.9426373,-0.7791331,13.55581,43.26587,7.446179,161.132,15.0737,3519061,3519061,15.0737,15.51081,5448251,14.78395,2633821,NA,-0.488751,0.825279,-2.280721,-1.663867,23.39194,0,11,NA,NA,NA,NA,NA,NA,NA,1,15.6205807534419,16.3504002316102
"88","Haiti",8128949,NA,"Least_dev",NA,0,7.3e+09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HTI",3.94273,NA,19.2416,0.889575,0,0,0.886551,0.886551,21.1141,23.9552,0.325451,1.38992,15990.1,0.936099,65.5968,51.0859,82.0862,1.7e+09,0.179532,17,15398.2,0.149548,0,0.840315,NA,30,0.936099,1.90739,4.06522,4,0,7.46544,0,10.1597,93,0,58.5,3.71429,3.4613,-1.26129,-2.02301,-0.671893,-1.20294,-1.09685,-0.766338,1.34321,1.1e+07,"Latin America and the Carribean",0,"America",0,NA,NA,NA,0,805.531,6.691502,NA,NA,8.06e+08,20.50701,18078.5,21.6719,591.909,37.6578,2344.03,3.6357,1002,714.905,27560,10.1597,371.709,78.3198,"matched (3)",84,21,22.71114,3.176185,0.1103467,-2.204128,21.25389,NA,3.396405,-1.900138,-2.846554,16.21341,110.259,7.759626,176.2299,14.62415,2244850,2244850,14.62415,15.04043,3403902,14.0438,1256445,NA,-1.063263,-2.311077,1.063323,0.2702362,18.95922,0,8,NA,NA,NA,NA,NA,NA,NA,1,15.9109421988746,NA
"89","Honduras",13334770.75,9863948,"Developing",12007.2,0,1.7e+10,0,NA,NA,9199,9199,4627,15.3474192678891,12007.2,0,12007.2,NA,1,1,1,0,3,5524,9203,0,0,0,"HND",46.7845,86.0507,16.6292,1.44517,0,0.533672,1.54125,1.00758,14.1496,43.4024,11.3854,25.4037,62029.5,2.18313,28.7108,76.8918,77.4667,2.1e+09,3.57047,14,13004.6,0.261381,0,1.25529,130.569,45,1.42561,3.72057,6.84065,8,0.757516,3.79211,0,3.91862,134,2.59835,61.7462,20.4615,3.17279,-0.668822,-0.69733,-0.51043,-0.442486,-1.01164,-0.44414,1.71758,9300000,"Latin America and the Carribean",1,"America",0,9.393262,8.439664,NA,0,248.509,5.515481,4627000,15.34742,2.49e+08,19.33099,32124.5,12.33,49024.8,9.16322,8531.48,45.3302,50720,1872.05,111890,3.91862,77.114,51.4707,"matched (3)",85,22,23.55648,3.770515,0.0146182,-4.225488,21.4652,1.2e+07,6.157216,-1.341776,-1.493024,16.04552,133.0553,9.051518,213.2219,16.26148,11500000,4627000,15.34742,15.7305,6786843,15.17488,3893752,16.3010170278242,-0.5275021,-0.1041852,-0.6543881,-0.5781974,20.13573,1,9,4627000,15.3474192678891,9199000,16.0346053404593,9199000,16.0346053404593,12007200,1,16.4058855238494,16.1043970521174
"90","Hong Kong",NA,NA,"Developing",NA,0,2.4e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HKG",NA,98.7007,NA,0.433002,0,0,NA,NA,11.2741,0.147841,46.5853,41.8891,162229,0.001269,5.22944,0,0,1.2e+08,0.034652,21,158056,0.130489,0,0.004354,1024.74,15,0.001269,3.36436,23.8607,4,0,40.9572,0,0.952381,10,NA,NA,262.231,0.688357,1.6248,1.87805,0.914798,2.15415,1.77969,0.464778,0.744042,7300000,NA,1,"Asia",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,54.9091,0.061171,4172.18,3.32468,43447.8,NA,NA,35160.8,1050,0.952381,6800.65,0.815428,"matched (3)",86,25,26.20391,-1.911618,NA,NA,18.603,NA,3.419322,-2.036466,3.889044,15.80338,0,10.67932,279.8398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"91","Hungary",NA,NA,"Developed_Countries",150093,1,1.4e+11,NA,844,27.05,29054,9843,20912,16.8558337148461,131953,18140.3,131953,1,1,0,1,0,1,0,0,0,0,0,"HUN",100,96.6355,8.13039,0.954521,0.327391,4.4e-05,0.327434,0,4.9666,7.65349,22.599,22.5984,22097.3,0.484312,60.7068,32.0285,70.9811,4.6e+09,16.9798,13,6656.09,0.231329,0.044559,0.088105,103.255,9,0.106042,1.57065,8.9988,3,0.000892,5.83533,0.156283,2.06969,43,0,13.6333,5438.69,0.310613,0.110616,0.500888,0.726494,0.674736,0.481999,0.439751,-0.252873,9800000,NA,3,"Europe",0,11.91901,9.948078,9.805891,0,NA,NA,20900000,16.85583,NA,NA,54795.5,3.59603,15441.2,49.1755,49295.1,22.6328,20433.3,13297.2,90317.7,2.06969,109.919,11.9753,"matched (3)",87,16,25.66491,2.035162,NA,NA,22.24932,1.5e+08,5.937037,-1.463914,1.160795,16.09789,-17.94921,10.80558,277.3242,18.8828,1.59e+08,20900000,16.85583,17.10733,26900000,16.02089,9073670,18.8267656599399,0.3071651,-0.0163869,1.197993,-0.1424293,17.34634,1,7,20912000,16.8558337148461,29054000,17.184666725415,9843000,16.1022711006113,150093000,1,NA,NA
"92","Iceland",NA,NA,"Developed_Countries",NA,1,1.5e+10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ISL",100,98.6539,8.33958,0.344539,0,0,0,0,-3.59016,99.9805,2.47823,17.9144,1300000,0.000187,18.6949,58.1136,85.8471,9.2e+08,34.7553,7,1300000,0.153509,0,NA,169.989,16,0.000187,2.83229,2.57049,6,0,4.27662,0,NA,0,0,NA,158.308,1.41202,1.87964,1.45708,1.33544,1.32366,1.64434,1.37609,1.76156,338123,NA,3,"Europe",0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,18741.6,5.45092,7283.17,1.22766,2034.37,0.439447,440.545,34965.8,100250,NA,3.24068,73.7156,"matched (3)",88,13,23.43132,4.604975,NA,NA,20.63988,3356279,3.596918,-1.873996,3.535711,12.73116,151.2248,7.617941,178.4984,16.71129,18100000,18100000,16.71129,16.94784,22900000,18.35167,93300000,NA,-0.3431667,0.8564804,0.6932639,0.3686374,14.57522,0,6,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"93","India",45464088.94,17071369,"Developing",NA,0,1.9e+12,NA,NA,NA,3647865,2966618.13039419,2600000,21.6787772819738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IND",35.4145,96.6207,21.3042,3.0217,0.97184,0.611175,1.85386,0.270841,23.9944,16.5614,3.47931,5.96768,8700000,3.80827,60.4523,63.2922,74.122,3.1e+11,2.41192,93,4500000,0.326144,1.31589,4.35611,161.798,227,0.303518,6.92137,7.89619,93,1.13774,12.1054,0.937344,4.11541,396,87.8214,25.85,186611,2.43258,-0.29768,0.066564,-0.924293,-0.316683,-0.021692,0.409145,1.09041,1.3e+09,NA,1,"Asia",1,NA,14.75352,NA,186,3546.38,8.173683,2.55e+09,21.66128,3.55e+09,21.98919,1800000,16.6786,4200000,52.8654,1800000,23.4604,697522,1514.33,3e+06,4.11541,424.818,40.5042,"matched (3)",89,186,28.27287,2.807075,0.0018665,-6.283681,26.45984,3.3e+09,9.221028,-1.120416,-0.5967556,20.98563,80.82337,14.38281,406.6433,20.27991,6.42e+08,2.55e+09,21.66128,22.95131,9.28e+09,21.63677,2.49e+09,NA,1.346502,0.157712,1.20679,0.1282812,188.8393,1,25,2.6e+09,21.6787772819738,3647865000,22.0174079018948,2966618130.39419,21.8106884643413,NA,1,17.6324333182303,16.6529132907347
"94","Indonesia",55510478.12,18177853,"Developing",NA,0,8.6e+11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IDN",42.4555,95.1148,8.48288,1.76779,3.25122,1.0605,4.31172,0,12.0072,12.5192,5.19994,12.0671,1.5e+07,7.05075,30.6464,33.8126,54.688,1.2e+11,0.801972,160,5700000,0.229439,1.47868,0.16059,201.167,166,0.538168,5.50956,10.0526,191,1.66969,3.1388,2.50589,11.8079,458,0.937696,10.625,3634.54,2.72123,-0.384743,-0.009892,-0.487225,-0.12503,-0.354085,0.163012,1.2214,2.6e+08,NA,1,"Asia",1,NA,NA,NA,351,2263.5,7.724668,NA,NA,2.26e+09,21.54018,555182,13.6747,8900000,12.7664,467505,51.7497,937481,3585.48,1800000,11.8079,137.168,38.5688,"matched (3)",90,351,27.4802,2.527263,0.002632,-5.94002,25.51076,NA,6.305029,-1.472118,-0.5679065,19.37619,66.79592,13.05516,358.7585,19.68917,3.56e+08,3.56e+08,19.68917,22.3626,5.15e+09,21.57386,2.34e+09,NA,0.0839536,0.9682654,-0.2143763,-0.0091529,351.8287,0,25,NA,NA,NA,NA,NA,NA,NA,1,17.8320823558521,16.7157145429299
